"D2015","D2015 - Nominal","K2015 ","D2020","D2020 - Nominal","T2020","BIEDRON","BOSAK","DUDA","HOŁOWNIA","JAKUBIAK","KOS-KAM","PIOTROWSKI","TANAJNO","TRZASK","WITK","ŻÓŁTEK","KO","KONF","PSL","PIS","SLD","NP","NoLegVot - T1 2020","NoLegVot - T2 2020","NoVoters - T1 2020","NoVoters - T2 2020","VotFreq T1 2020","VotFreq T2 2020"
51.16,"D",48.84,54.39,"D",45.61,1.71,4.88,46.87,18.84,0.15,3.06,0.04,0.13,24.04,0.08,0.21,18.02,5.37,13.34,48.05,14.81,,7152,7255,10754,10619,66.35,68.32
53.8,"D",46.2,49.21,"T",50.79,1.54,6.35,41.18,17.92,0.32,1.78,0.1,0.13,30.52,0.1,0.06,25.71,7.15,8.18,43.82,13.68,1.46,6216,6432,8701,8713,70.95,73.82
50.67,"D",49.33,56.48,"D",43.52,1.43,6.31,50.33,9.9,0.15,2.32,0.12,0.24,28.88,0.12,0.21,17.43,6.0,20.23,45.37,8.1,2.86,3376,3543,5782,5691,58.15,62.26
69.31,"D",30.69,74.35,"D",25.65,0.85,5.08,65.48,8.5,0.11,4.87,0.07,0.21,14.36,0.07,0.39,8.51,5.36,18.89,62.15,4.16,0.62,2820,3189,4469,4551,62.94,70.07
51.88,"D",48.12,65.15,"D",34.85,1.28,5.29,57.36,13.02,0.41,2.36,0.21,0.12,19.55,0.17,0.25,17.9,6.07,10.84,55.89,8.55,,2427,2855,5592,5678,43.28,50.28
65.2,"D",34.8,68.67,"D",31.33,1.56,6.53,59.88,9.58,0.23,5.06,0.1,0.1,16.72,0.09,0.14,10.91,6.57,16.83,59.3,6.38,,7858,8451,13147,13035,59.63,64.83
30.89,"T",69.11,42.6,"T",57.4,1.36,5.65,35.97,22.01,0.1,2.54,0.21,0.1,31.69,0.05,0.31,23.31,5.47,7.59,27.6,7.27,,3841,3960,7178,7135,53.29,55.5
86.11,"D",13.89,87.73,"D",12.27,0.75,8.1,77.59,4.7,0.1,2.48,0.06,0.04,6.06,0.0,0.12,9.81,5.23,4.86,78.33,1.77,,5060,5218,7794,7797,64.75,66.92
55.53,"D",44.47,57.43,"D",42.57,1.98,5.98,48.94,15.18,0.13,1.74,0.03,0.07,25.68,0.09,0.19,20.76,5.71,9.6,50.14,11.96,,12260,12733,20774,20686,58.79,61.55
55.83,"D",44.17,60.68,"D",39.32,1.92,6.38,54.23,12.52,0.12,1.57,0.07,0.07,22.83,0.07,0.23,21.27,5.93,7.42,53.76,8.22,3.39,4344,4789,7547,7387,57.35,64.83
42.82,"T",57.18,52.61,"D",47.39,1.67,5.92,44.37,17.09,0.21,3.81,0.09,0.16,26.31,0.14,0.23,26.24,7.4,17.61,40.48,7.65,0.61,4379,4666,7325,7288,59.51,64.02
37.07,"T",62.93,32.4,"T",67.6,2.09,7.21,25.69,19.66,0.2,2.1,0.12,0.19,42.35,0.12,0.28,45.17,8.65,6.32,27.35,12.51,,15656,16070,22377,22327,69.82,71.98
77.33,"D",22.67,79.55,"D",20.45,1.05,5.66,70.49,7.28,0.15,3.54,0.18,0.15,11.23,0.15,0.12,5.92,3.54,13.71,72.01,3.61,1.22,3362,3633,5602,5569,59.59,65.24
33.35,"T",66.65,47.45,"T",52.55,2.15,7.0,41.3,18.38,0.14,3.54,0.07,0.1,27.08,0.1,0.14,30.27,7.53,11.97,40.49,9.75,,2903,3193,4976,5138,57.96,62.14
59.71,"D",40.29,59.7,"D",40.3,0.86,6.76,51.23,12.83,0.28,2.82,0.08,0.14,24.73,0.11,0.17,21.56,5.94,11.58,52.5,8.41,,3639,3705,5361,5310,67.58,69.77
81.98,"D",18.02,82.25,"D",17.75,1.2,7.11,72.46,7.23,0.2,2.39,0.08,0.17,8.87,0.14,0.15,8.13,5.01,8.75,73.86,3.9,,5911,6164,9239,9174,63.82,67.19
70.8,"D",29.2,71.24,"D",28.76,1.48,6.1,63.65,9.44,0.2,3.05,0.14,0.06,15.45,0.11,0.31,11.22,6.85,8.48,62.97,10.47,,3534,3880,5880,5818,59.66,66.69
58.94,"D",41.06,72.4,"D",27.6,0.87,5.03,64.3,8.26,0.16,4.65,0.0,0.05,16.18,0.11,0.38,10.22,6.11,11.59,60.81,10.9,,1833,1993,3262,3259,56.07,61.15
43.68,"T",56.32,58.24,"D",41.76,1.81,4.78,51.05,15.37,0.0,3.56,0.0,0.05,23.08,0.15,0.15,16.71,3.49,22.61,47.8,9.39,,2056,2167,3976,3943,51.53,54.96
43.35,"T",56.65,57.56,"D",42.44,1.48,6.95,49.13,15.86,0.13,4.94,0.06,0.21,20.96,0.13,0.15,14.08,6.52,24.55,46.34,8.5,,6714,7742,11170,11488,59.94,67.39
60.41,"D",39.59,62.85,"D",37.15,2.39,6.98,54.66,13.38,0.19,2.28,0.05,0.08,19.69,0.03,0.27,16.79,5.64,5.84,56.39,12.3,3.04,3659,3787,6567,6453,55.44,58.69
67.89,"D",32.11,68.54,"D",31.46,0.97,8.47,58.54,10.2,0.21,2.89,0.12,0.17,18.09,0.06,0.27,16.42,8.24,10.02,59.49,5.83,,5166,5241,8290,8198,62.21,63.93
68.49,"D",31.51,74.95,"D",25.05,1.32,7.39,64.2,9.73,0.16,3.58,0.16,0.31,12.68,0.08,0.39,6.6,6.08,13.21,68.55,4.34,0.61,1288,1413,2436,2468,52.75,57.25
77.1,"D",22.9,84.76,"D",15.24,0.53,6.48,77.36,4.1,0.24,3.86,0.06,0.0,7.13,0.06,0.18,2.54,4.6,16.34,74.25,1.8,0.33,1688,1798,2657,2658,63.34,67.64
57.75,"D",42.25,65.74,"D",34.26,0.85,4.55,58.97,11.42,0.13,2.77,0.04,0.0,21.05,0.18,0.04,19.79,4.87,11.8,54.8,6.33,2.41,2255,2469,3882,3873,57.75,63.75
84.06,"D",15.94,83.7,"D",16.3,0.92,8.93,72.91,6.93,0.14,2.41,0.05,0.12,7.37,0.05,0.17,4.84,5.35,7.49,79.33,2.99,,7821,7980,11810,11789,66.02,67.69
49.21,"T",50.79,55.08,"D",44.92,1.74,5.07,48.09,21.89,0.28,1.32,0.07,0.07,21.47,0.0,0.0,18.5,7.32,15.3,47.78,11.1,,1443,1505,2475,2468,58.14,60.98
52.62,"D",47.38,58.21,"D",41.79,1.86,8.85,46.75,17.18,0.19,2.05,0.15,0.11,22.59,0.06,0.21,27.03,9.37,9.67,46.97,6.96,,4695,5047,6939,7073,67.44,71.36
45.72,"T",54.28,53.99,"D",46.01,1.27,4.74,48.75,12.42,0.05,3.23,0.2,0.05,29.1,0.15,0.05,22.87,5.8,13.5,48.08,9.76,,2056,2258,3808,3893,53.7,58.0
52.03,"D",47.97,57.01,"D",42.99,1.75,6.87,48.76,15.27,0.14,3.52,0.13,0.06,23.23,0.06,0.21,20.94,6.32,15.14,47.86,9.73,,6244,6518,9538,9458,65.31,68.92
70.55,"D",29.45,75.4,"D",24.6,1.46,5.52,65.24,12.41,0.18,2.65,0.09,0.22,11.93,0.0,0.31,8.13,5.0,12.63,67.04,6.86,,2268,2427,3663,3654,61.81,66.42
78.29,"D",21.71,81.24,"D",18.76,1.37,5.29,72.79,6.93,0.25,3.26,0.07,0.0,9.91,0.0,0.14,6.0,4.78,13.42,70.85,4.03,0.76,2868,3182,4940,4925,57.81,64.61
63.12,"D",36.88,68.65,"D",31.35,1.65,6.61,58.28,11.08,0.21,3.73,0.05,0.21,17.95,0.05,0.16,12.67,5.61,11.51,59.51,9.14,1.56,1887,1981,3068,3079,61.18,64.34
52.23,"D",47.77,58.97,"D",41.03,1.63,5.19,51.71,15.53,0.24,4.57,0.03,0.17,20.44,0.07,0.42,13.23,4.72,22.99,48.78,8.58,1.69,2906,3073,4835,4828,59.79,63.65
69.84,"D",30.16,71.07,"D",28.93,1.3,7.02,63.12,8.47,0.16,2.93,0.13,0.05,16.54,0.06,0.22,16.36,5.58,9.24,61.38,5.63,0.4,6337,6706,9875,9830,63.87,68.22
37.97,"T",62.03,42.43,"T",57.57,2.03,6.14,36.16,20.57,0.12,3.27,0.08,0.24,31.1,0.04,0.24,36.37,8.4,10.46,35.16,9.61,,2519,2734,4420,4465,56.74,61.23
88.34,"D",11.66,91.18,"D",8.82,0.43,5.66,84.85,3.31,0.21,1.49,0.11,0.0,3.95,0.0,0.0,2.42,3.0,6.68,85.94,1.04,0.12,938,1054,1723,1665,54.38,63.3
79.73,"D",20.27,85.51,"D",14.49,0.7,4.68,77.77,6.02,0.24,2.67,0.11,0.03,7.54,0.05,0.19,6.4,4.13,8.41,77.36,3.05,0.35,3750,4168,5755,5699,64.97,73.14
39.8,"T",60.2,47.69,"T",52.31,2.41,6.31,40.64,14.45,0.11,2.08,0.11,0.18,33.45,0.04,0.22,32.77,8.13,9.14,40.2,9.76,,2752,3024,4551,4614,60.23,65.54
40.43,"T",59.57,38.66,"T",61.34,2.68,5.55,33.29,15.28,0.15,2.78,0.06,0.16,39.73,0.16,0.15,34.67,6.08,4.32,33.83,21.1,,6699,6819,9734,9744,68.7,69.98
40.21,"T",59.79,44.75,"T",55.25,1.25,6.29,40.78,19.88,0.23,2.64,0.09,0.05,28.16,0.37,0.28,24.43,7.28,14.01,41.09,13.18,,2172,2572,3584,3909,60.35,65.8
40.78,"T",59.22,41.43,"T",58.57,2.26,7.07,34.1,18.09,0.15,2.15,0.11,0.2,35.37,0.2,0.31,35.42,10.66,7.92,34.17,11.82,,4581,4781,7350,7375,62.12,64.83
55.35,"D",44.65,54.83,"D",45.17,2.01,7.13,45.97,15.33,0.22,2.1,0.13,0.16,26.55,0.12,0.28,29.28,6.96,6.13,47.91,9.71,,27809,28418,39794,39497,69.65,71.95
78.55,"D",21.45,76.02,"D",23.98,0.98,11.24,62.57,9.71,0.24,3.88,0.03,0.14,10.96,0.14,0.1,10.91,7.31,10.37,66.11,4.18,1.12,2872,3044,4415,4412,64.87,68.99
43.95,"T",56.05,53.18,"D",46.82,1.78,6.52,44.94,19.77,0.12,2.07,0.05,0.16,24.27,0.09,0.23,28.92,7.97,10.44,44.58,8.09,,12932,14385,20009,20693,64.31,69.52
66.82,"D",33.18,66.19,"D",33.81,1.6,8.13,56.61,12.79,0.27,2.63,0.15,0.16,17.24,0.21,0.21,17.06,7.37,7.53,58.67,7.74,1.63,6214,6577,9739,9686,63.65,67.9
59.01,"D",40.99,57.33,"D",42.67,2.28,6.13,49.97,11.04,0.22,3.96,0.1,0.09,25.9,0.09,0.22,12.69,5.55,23.11,48.47,9.14,0.7,11666,12604,18873,18780,61.55,67.11
24.61,"T",75.39,43.77,"T",56.23,1.47,4.29,37.01,20.28,0.18,4.84,0.12,0.18,30.7,0.49,0.43,26.24,5.7,24.92,31.08,9.74,0.73,1633,1862,3492,3484,46.74,53.44
39.47,"T",60.53,39.96,"T",60.04,2.57,6.81,34.92,15.18,0.12,2.32,0.05,0.2,37.36,0.27,0.2,27.3,7.1,13.68,34.63,16.53,,4062,4569,6959,7015,58.23,65.13
58.83,"D",41.17,61.96,"D",38.04,1.66,6.48,53.69,13.25,0.16,2.26,0.09,0.25,21.57,0.14,0.46,15.53,6.04,12.39,55.04,8.66,2.34,4400,4682,6910,6894,63.47,67.91
46.79,"T",53.21,54.57,"D",45.43,2.06,5.66,47.95,14.24,0.21,2.45,0.12,0.1,27.01,0.11,0.1,24.82,5.8,8.55,46.03,14.8,,9030,9350,14866,14759,60.52,63.35
77.89,"D",22.11,72.29,"D",27.71,1.41,12.6,60.36,8.68,0.17,1.58,0.1,0.1,14.72,0.06,0.23,11.65,9.85,4.51,66.32,6.78,,5264,5313,8793,8694,59.73,61.11
54.81,"D",45.19,65.55,"D",34.45,1.19,5.28,58.46,12.4,0.06,3.37,0.16,0.06,18.8,0.03,0.19,15.13,5.88,13.19,54.47,10.71,,3213,3466,5554,5538,57.65,62.59
74.98,"D",25.02,78.37,"D",21.63,1.23,7.57,68.84,8.69,0.19,1.71,0.09,0.04,11.33,0.07,0.24,9.31,6.29,5.91,74.52,3.96,,6815,7069,11301,11182,60.2,63.22
70.12,"D",29.88,66.8,"D",33.2,1.51,6.91,59.65,9.65,0.17,1.94,0.14,0.08,19.55,0.15,0.26,17.59,6.59,7.23,61.49,7.1,,8790,9472,13640,13951,64.28,67.89
78.65,"D",21.35,83.31,"D",16.69,0.89,7.74,73.47,5.54,0.3,3.0,0.13,0.08,8.72,0.0,0.13,4.28,5.59,12.97,71.71,4.14,1.31,2370,2510,4315,4357,54.76,57.61
76.18,"D",23.82,81.56,"D",18.44,0.74,4.64,73.65,7.52,0.05,4.01,0.16,0.03,9.06,0.0,0.14,7.53,3.73,12.27,70.94,4.25,1.28,3663,4186,6817,6804,53.44,61.52
51.19,"D",48.81,58.9,"D",41.1,1.74,7.23,50.39,10.65,0.19,1.87,0.26,0.19,27.23,0.0,0.26,18.05,7.59,8.95,49.79,12.68,2.94,1554,1730,2551,2562,60.76,67.53
75.75,"D",24.25,75.01,"D",24.99,0.92,6.87,65.28,8.9,0.25,3.62,0.03,0.15,13.65,0.03,0.31,12.54,7.69,8.66,65.7,5.42,,3272,3510,5125,5132,63.61,68.39
71.76,"D",28.24,79.57,"D",20.43,1.19,4.32,69.52,5.76,0.34,6.86,0.25,0.17,11.43,0.08,0.08,8.43,5.12,11.95,67.57,5.32,1.41,1185,1307,2075,2064,56.92,63.32
65.19,"D",34.81,70.88,"D",29.12,1.26,8.2,59.9,11.89,0.15,3.55,0.07,0.22,14.51,0.04,0.22,9.06,5.86,17.87,61.22,4.08,0.12,2725,2909,4648,4620,58.26,62.97
82.54,"D",17.46,83.72,"D",16.28,1.02,8.88,74.66,4.13,0.11,3.59,0.29,0.07,7.11,0.07,0.07,3.05,5.53,11.76,73.47,4.23,1.95,2770,2918,4798,4854,57.48,60.12
86.75,"D",13.25,89.37,"D",10.63,0.54,6.43,80.07,3.88,0.17,3.85,0.03,0.03,4.78,0.0,0.23,3.09,5.19,9.47,80.28,1.97,,3552,3781,5893,5843,59.94,64.71
52.52,"D",47.48,61.0,"D",39.01,1.53,6.36,54.43,11.98,0.22,4.6,0.03,0.1,20.37,0.1,0.29,16.58,5.5,15.29,53.74,7.26,1.37,5278,5773,9272,9354,56.69,61.72
66.61,"D",33.39,67.06,"D",32.95,0.93,7.01,56.61,15.74,0.13,4.03,0.21,0.15,15.03,0.02,0.18,10.11,5.64,10.64,52.09,4.99,,6163,6327,11241,11067,54.65,57.17
67.45,"D",32.55,72.75,"D",27.25,0.91,6.37,63.95,10.77,0.16,3.27,0.05,0.11,14.03,0.05,0.32,9.06,6.08,14.1,63.22,6.99,0.55,1870,2029,3253,3252,57.39,62.39
65.93,"D",34.07,63.64,"D",36.36,2.36,6.44,55.58,11.34,0.18,2.87,0.04,0.22,20.68,0.0,0.29,21.98,6.28,6.4,56.12,9.22,,2724,2904,4394,4343,61.83,66.87
73.95,"D",26.05,76.94,"D",23.06,1.37,9.66,67.47,6.84,0.12,1.96,0.09,0.09,11.95,0.06,0.39,9.41,6.57,7.3,71.27,4.56,,3368,3551,5862,5794,57.37,61.29
79.1,"D",20.9,81.38,"D",18.62,0.97,7.26,71.1,8.52,0.12,3.48,0.13,0.04,8.23,0.03,0.12,5.19,4.57,18.34,68.4,3.07,,6856,7142,11041,10922,61.86,65.39
79.58,"D",20.42,81.48,"D",18.52,0.8,7.69,72.28,5.94,0.21,2.96,0.12,0.17,9.64,0.05,0.14,5.92,5.08,6.44,74.96,6.03,0.51,4240,4644,7198,7159,58.68,64.87
35.84,"T",64.16,48.96,"T",51.04,1.93,4.9,43.13,15.96,0.15,4.68,0.07,0.07,28.8,0.15,0.15,24.59,7.2,20.61,36.34,11.26,,1350,1544,2827,2857,47.65,54.04
60.54,"D",39.46,61.22,"D",38.78,1.34,6.31,52.85,14.09,0.22,2.46,0.04,0.22,22.13,0.13,0.22,16.77,5.59,9.14,53.62,11.75,3.13,2324,2514,3755,3729,61.62,67.42
77.35,"D",22.65,84.36,"D",15.64,0.74,8.51,73.27,6.76,0.15,3.02,0.13,0.09,7.19,0.04,0.11,6.34,6.13,10.42,75.2,1.92,,5390,5628,8956,8897,59.98,63.26
63.81,"D",36.19,63.04,"D",36.96,1.88,6.68,52.73,11.13,0.23,7.18,0.0,0.1,19.93,0.05,0.1,12.04,5.29,23.78,49.81,8.37,0.71,4011,4375,6551,6535,61.03,66.95
75.14,"D",24.86,79.49,"D",20.52,0.76,6.41,70.85,7.65,0.22,3.87,0.12,0.1,9.87,0.06,0.12,5.78,4.71,16.95,68.32,3.21,0.85,3562,3943,5686,5672,62.33,69.52
70.83,"D",29.17,73.73,"D",26.27,1.62,7.98,63.47,10.82,0.17,1.89,0.08,0.12,13.68,0.05,0.14,14.31,6.1,5.38,68.15,6.07,,6650,6969,10248,10210,64.65,68.26
55.3,"D",44.7,54.2,"D",45.8,1.71,5.78,46.61,13.42,0.4,2.67,0.12,0.09,28.63,0.16,0.4,19.69,6.98,18.0,43.66,9.68,1.99,3228,3496,4581,4669,70.29,74.88
61.28,"D",38.72,64.85,"D",35.15,1.54,4.63,57.14,12.84,0.0,4.88,0.0,0.15,18.62,0.1,0.1,17.11,5.08,12.53,56.24,8.22,0.83,2017,2205,3540,3524,56.75,62.57
72.46,"D",27.54,81.8,"D",18.2,0.74,6.33,69.82,6.64,0.31,7.01,0.0,0.12,8.85,0.12,0.06,4.69,5.24,20.54,65.89,3.65,,1629,1758,2714,2694,59.95,65.26
79.67,"D",20.33,86.98,"D",13.02,0.55,6.3,77.7,5.6,0.05,2.85,0.1,0.1,6.3,0.15,0.3,3.54,3.81,8.38,81.27,2.29,0.27,2005,2150,3794,3767,52.71,57.07
65.92,"D",34.08,59.74,"D",40.26,1.58,7.22,51.54,12.31,0.3,1.94,0.08,0.15,24.61,0.11,0.17,20.56,6.35,7.72,53.86,9.34,2.18,14444,15027,20297,20163,70.98,74.53
49.9,"T",50.1,60.88,"D",39.12,1.86,8.35,52.5,12.07,0.21,3.72,0.05,0.32,20.53,0.21,0.16,17.62,5.73,13.19,50.89,10.72,1.85,1884,2040,3665,3646,51.3,55.95
77.06,"D",22.94,78.17,"D",21.83,1.04,8.21,65.98,11.19,0.16,2.56,0.16,0.08,10.39,0.05,0.18,6.93,4.79,11.55,70.48,4.45,1.8,3871,4050,6438,6389,59.96,63.39
65.31,"D",34.69,66.59,"D",33.41,1.6,5.38,60.99,11.14,0.11,1.85,0.05,0.2,18.46,0.05,0.16,16.34,5.18,6.55,64.37,7.56,,4439,4948,7137,7374,62.0,67.1
57.48,"D",42.52,58.89,"D",41.11,1.01,7.95,53.56,12.64,0.13,2.85,0.09,0.09,21.69,0.0,0.0,17.63,7.16,13.47,53.79,6.42,0.79,2286,2734,4393,4676,51.86,58.47
38.86,"T",61.14,52.2,"D",47.8,1.8,7.79,43.69,17.15,0.13,3.14,0.21,0.1,25.63,0.15,0.2,26.24,8.36,16.07,40.51,8.83,,6063,6327,10024,9936,60.33,63.68
75.11,"D",24.89,75.38,"D",24.62,1.11,5.88,67.3,7.88,0.21,4.39,0.17,0.1,12.72,0.17,0.07,6.67,3.94,11.33,70.93,5.54,0.71,2901,3265,4794,4956,60.35,65.88
85.29,"D",14.71,83.9,"D",16.1,0.85,8.09,72.66,7.92,0.15,2.05,0.15,0.18,7.59,0.05,0.3,6.92,7.06,5.57,77.52,2.56,,4000,4168,5831,5794,68.44,71.94
83.32,"D",16.68,84.68,"D",15.32,1.02,9.28,74.05,5.93,0.22,2.3,0.03,0.17,6.65,0.03,0.33,5.55,8.92,5.93,76.17,3.12,,3631,3663,5571,5549,64.82,66.01
57.79,"D",42.21,63.38,"D",36.62,1.44,8.04,53.27,14.67,0.16,3.24,0.09,0.12,18.76,0.03,0.19,18.41,6.14,12.17,55.19,8.08,,5782,6127,9160,9078,63.02,67.49
55.12,"D",44.88,49.08,"T",50.92,2.08,6.21,42.2,14.38,0.27,2.15,0.15,0.15,31.94,0.18,0.28,27.18,7.28,8.98,43.07,11.71,1.78,12551,12641,16578,16794,75.52,75.27
72.84,"D",27.16,74.09,"D",25.91,1.05,6.77,65.09,9.6,0.14,3.95,0.16,0.05,12.96,0.05,0.19,7.01,5.9,18.34,63.17,5.59,,4301,4705,6956,6922,61.56,67.97
36.35,"T",63.65,43.34,"T",56.66,2.44,6.17,36.29,17.14,0.2,2.43,0.08,0.13,34.81,0.12,0.2,28.81,6.52,9.79,35.45,19.43,,14822,15205,23885,23567,61.82,64.52
48.68,"T",51.32,60.54,"D",39.46,2.16,4.31,53.68,13.98,0.0,3.57,0.15,0.0,21.78,0.07,0.3,15.65,4.4,16.63,52.24,11.08,,1356,1442,2822,2802,47.66,51.46
44.64,"T",55.36,55.56,"D",44.44,2.01,8.18,47.85,14.25,0.2,2.69,0.0,0.2,24.44,0.1,0.1,24.22,7.74,9.43,47.54,11.07,,2048,2230,4166,4125,49.02,54.06
64.04,"D",35.96,72.36,"D",27.64,1.82,5.6,65.61,7.47,0.26,3.65,0.04,0.04,15.11,0.09,0.3,9.09,3.93,10.5,69.77,5.94,0.78,2312,2627,3993,3959,57.68,66.36
74.5,"D",25.5,80.57,"D",19.43,0.52,4.88,70.95,8.2,0.1,7.37,0.31,0.1,7.16,0.0,0.41,2.73,4.63,19.0,69.95,3.68,,973,1168,1502,1513,64.18,77.2
67.9,"D",32.1,71.9,"D",28.1,1.46,7.89,60.78,12.06,0.15,1.76,0.27,0.15,15.36,0.0,0.11,20.03,6.65,6.21,60.56,5.86,0.7,2616,2801,5095,5071,51.25,55.24
74.11,"D",25.89,80.36,"D",19.64,1.24,4.92,72.43,7.24,0.11,2.54,0.16,0.0,11.03,0.05,0.27,11.6,3.95,7.71,71.13,4.46,1.15,1860,2037,3463,3443,53.42,59.16
35.75,"T",64.25,43.82,"T",56.18,1.15,5.96,36.11,24.7,0.25,2.58,0.13,0.19,28.59,0.16,0.19,20.93,6.01,7.75,29.18,6.52,,3142,3348,6608,6630,47.49,50.5
75.68,"D",24.32,80.34,"D",19.66,0.75,5.33,72.6,6.43,0.25,5.83,0.14,0.04,8.39,0.04,0.21,2.98,3.94,20.25,70.31,1.91,0.42,2824,3041,4271,4272,65.89,71.18
38.75,"T",61.25,48.3,"T",51.7,2.1,3.7,42.38,15.62,0.2,2.39,0.13,0.07,33.25,0.03,0.13,28.53,5.29,11.01,40.66,14.52,,3069,3333,6008,5962,50.82,55.9
42.97,"T",57.03,47.07,"T",52.93,2.33,6.3,39.09,14.85,0.27,3.0,0.09,0.3,33.55,0.0,0.21,17.69,5.9,11.2,38.32,26.57,,3316,3550,6107,6149,54.04,57.73
37.73,"T",62.27,32.68,"T",67.32,2.18,5.13,29.16,15.29,0.1,1.74,0.06,0.1,45.89,0.14,0.2,47.14,5.9,6.55,30.82,9.59,,7028,10367,8214,12238,85.37,84.71
69.96,"D",30.04,73.17,"D",26.83,1.31,5.72,64.71,8.04,0.11,4.46,0.11,0.11,15.44,0.0,0.0,6.85,5.18,12.14,66.85,8.99,,1917,2087,2983,3031,63.83,68.86
56.25,"D",43.75,56.91,"D",43.09,2.01,7.61,48.87,12.83,0.12,2.72,0.04,0.1,25.4,0.1,0.22,18.13,7.35,9.22,47.97,14.72,2.62,5094,5182,7866,7794,64.52,66.49
52.87,"D",47.13,64.04,"D",35.96,1.85,4.95,55.37,11.59,0.16,4.87,0.19,0.07,20.65,0.08,0.25,17.66,5.06,16.98,52.51,6.92,0.88,5337,5839,9146,9175,58.15,63.64
37.31,"T",62.69,43.45,"T",56.55,2.21,5.06,37.0,18.15,0.14,2.73,0.05,0.12,34.3,0.12,0.12,27.23,6.62,14.58,36.3,15.28,,8403,8821,13556,13443,61.7,65.62
63.8,"D",36.2,66.63,"D",33.37,1.73,6.89,57.44,12.9,0.08,3.51,0.08,0.0,17.09,0.16,0.12,15.91,7.93,10.06,56.67,9.44,,2488,2655,3752,3796,66.12,69.94
52.15,"D",47.85,62.2,"D",37.8,1.58,6.62,51.7,14.81,0.12,5.15,0.12,0.12,19.56,0.12,0.12,13.81,6.41,15.38,51.44,11.32,1.64,1715,1857,3183,3169,53.66,58.6
56.92,"D",43.08,62.69,"D",37.31,1.53,8.0,53.54,12.53,0.15,3.57,0.1,0.1,20.12,0.1,0.25,18.02,6.42,12.73,52.98,8.16,1.69,1967,2112,3612,3587,54.35,58.88
63.46,"D",36.54,65.5,"D",34.5,1.54,7.15,58.16,11.04,0.06,2.9,0.06,0.12,18.43,0.18,0.36,13.05,6.99,11.6,57.0,11.37,,3327,3472,4937,4911,67.15,70.7
40.39,"T",59.61,57.06,"D",42.95,1.45,5.69,49.37,13.6,0.08,2.79,0.06,0.07,26.52,0.12,0.26,29.21,5.78,7.33,49.03,8.66,,12507,12944,17513,17309,71.24,74.78
62.38,"D",37.62,72.93,"D",27.07,1.19,7.52,61.73,11.62,0.22,5.29,0.0,0.67,11.24,0.0,0.52,16.8,3.89,9.69,65.07,4.06,0.5,1348,1470,2419,2382,55.52,61.71
78.99,"D",21.01,79.18,"D",20.82,0.84,7.1,69.6,9.25,0.07,3.0,0.26,0.15,9.4,0.07,0.26,8.14,6.21,10.79,71.38,3.48,,2739,2939,4145,4233,65.96,69.43
79.7,"D",20.3,78.02,"D",21.98,0.9,9.5,66.22,8.56,0.16,3.29,0.18,0.1,10.86,0.08,0.15,8.06,7.7,13.65,66.78,3.47,,14069,14407,21267,21068,65.96,68.38
73.39,"D",26.61,71.98,"D",28.02,0.73,9.12,62.55,9.77,0.08,5.17,0.16,0.0,12.11,0.0,0.32,10.02,6.05,15.12,64.56,3.59,0.66,1249,1399,1843,1791,67.23,78.11
77.65,"D",22.35,81.33,"D",18.67,0.76,5.75,73.35,5.91,0.2,4.59,0.1,0.05,9.29,0.0,0.0,3.44,3.1,13.25,70.69,9.08,0.45,1989,2180,3300,3292,60.03,66.22
63.29,"D",36.71,73.24,"D",26.76,1.36,7.07,62.39,11.47,0.12,5.06,0.12,0.08,12.08,0.16,0.08,10.16,6.0,19.22,59.31,5.31,,2438,2616,3998,3956,60.86,66.13
62.57,"D",37.43,74.15,"D",25.85,0.83,7.55,64.66,9.68,0.19,3.33,0.0,0.19,13.43,0.09,0.05,9.16,7.05,14.75,64.52,3.77,,2173,2422,4494,4421,48.04,54.78
76.05,"D",23.95,76.04,"D",23.96,1.59,6.45,66.29,9.97,0.24,3.18,0.11,0.05,11.74,0.16,0.21,10.0,5.36,9.13,67.31,8.19,,6188,6528,9556,9536,64.44,68.46
77.79,"D",22.21,84.21,"D",15.79,0.75,7.9,73.21,6.03,0.1,4.24,0.0,0.0,7.68,0.03,0.06,11.73,5.18,10.18,70.81,2.1,,3094,3218,4967,4947,62.15,65.05
62.95,"D",37.05,63.97,"D",36.03,1.39,5.16,59.9,8.46,0.09,2.65,0.04,0.09,22.01,0.0,0.22,11.35,6.63,12.38,56.61,12.43,0.34,2311,2645,3673,3756,62.73,70.42
50.96,"D",49.04,40.51,"T",59.49,1.59,8.29,40.45,11.62,0.17,2.21,0.09,0.21,35.12,0.04,0.19,19.12,7.64,15.39,48.77,8.6,,4665,6705,7588,9524,61.35,70.4
70.11,"D",29.89,71.28,"D",28.72,1.17,5.5,66.04,6.26,0.18,4.92,0.06,0.18,15.52,0.06,0.12,7.82,4.6,9.73,68.11,8.28,0.59,1713,1936,2608,2701,65.49,71.68
61.56,"D",38.44,71.18,"D",28.82,1.27,6.21,61.75,10.82,0.27,3.77,0.11,0.11,15.12,0.32,0.27,5.76,3.67,40.77,46.81,2.6,0.4,1891,2009,3605,3604,52.29,55.74
77.54,"D",22.46,80.92,"D",19.08,0.21,5.2,72.43,10.5,0.11,3.08,0.11,0.0,8.27,0.11,0.0,5.52,4.36,13.35,73.17,2.95,0.26,944,1200,1502,1479,62.78,81.14
