"D2015","D2015 - Nominal","K2015 ","D2020","D2020 - Nominal","T2020","BIEDRON","BOSAK","DUDA","HOŁOWNIA","JAKUBIAK","KOS-KAM","PIOTROWSKI","TANAJNO","TRZASK","WITK","ŻÓŁTEK","KO","KONF","PSL","PIS","SLD","NP","NoLegVot - T1 2020","NoLegVot - T2 2020","NoVoters - T1 2020","NoVoters - T2 2020","VotFreq T1 2020","VotFreq T2 2020"
67.42,"D",32.58,65.44,"D",34.56,1.9,6.75,56.13,11.32,0.44,1.98,0.08,0.11,20.85,0.11,0.33,13.96,5.56,6.47,57.64,11.35,5.03,3645,3846,6043,5987,60.09,64.24
59.99,"D",40.01,69.96,"D",30.05,1.08,6.37,60.91,12.76,0.06,3.88,0.22,0.05,14.4,0.08,0.21,15.27,4.6,10.31,63.08,5.48,1.28,3340,3597,6641,6631,50.19,54.25
73.03,"D",26.97,69.64,"D",30.36,1.65,10.02,59.59,9.67,0.11,2.11,0.13,0.11,16.15,0.18,0.29,11.01,9.61,7.2,63.55,8.0,,4567,4717,8102,8009,56.17,58.9
54.75,"D",45.25,63.55,"D",36.45,1.14,4.47,54.88,15.76,0.17,3.42,0.05,0.05,19.74,0.1,0.22,13.9,5.05,13.19,55.88,11.52,,4137,4365,6598,6548,62.41,66.66
45.46,"T",54.54,51.61,"D",48.39,1.74,7.29,42.21,19.82,0.21,1.78,0.04,0.15,26.33,0.17,0.27,29.75,7.64,7.93,42.7,9.41,2.57,4795,4999,8535,8528,55.93,58.62
53.62,"D",46.38,69.6,"D",30.4,1.41,6.37,61.2,7.4,0.0,3.56,0.19,0.09,19.49,0.28,0.0,12.94,4.28,11.98,58.18,10.37,2.25,1070,1306,2024,1996,52.72,65.43
72.45,"D",27.55,74.2,"D",25.8,1.78,7.42,64.51,10.06,0.32,3.35,0.07,0.21,12.05,0.07,0.14,6.98,7.75,8.93,67.56,8.78,,2810,3046,4201,4166,66.75,73.12
82.53,"D",17.47,87.97,"D",12.03,0.62,5.79,80.13,4.72,0.04,2.71,0.04,0.0,5.62,0.0,0.33,3.04,7.27,7.58,79.11,2.47,0.22,2450,2644,3531,3484,68.99,75.89
64.03,"D",35.97,65.94,"D",34.06,1.14,8.41,58.02,10.25,0.18,3.33,0.09,0.18,18.23,0.0,0.18,8.27,7.66,17.84,60.08,5.04,0.5,1145,1330,1960,2106,58.21,63.15
77.03,"D",22.97,81.43,"D",18.57,0.78,5.33,73.74,7.48,0.15,2.07,0.22,0.0,10.07,0.07,0.07,5.55,4.47,11.14,73.5,3.67,0.67,2714,2902,4567,4497,59.12,64.53
81.39,"D",18.61,82.79,"D",17.21,0.54,7.71,73.37,5.42,0.12,4.1,0.12,0.0,8.37,0.0,0.24,5.01,8.04,12.79,71.06,2.7,0.4,1667,1761,2905,2901,57.14,60.7
64.33,"D",35.67,70.96,"D",29.05,1.15,6.02,61.34,11.84,0.27,3.86,0.08,0.14,15.15,0.06,0.12,8.82,6.12,18.91,59.86,4.84,1.47,5111,5593,8483,8785,59.97,63.67
39.71,"T",60.29,55.53,"D",44.47,1.5,4.5,47.53,14.32,0.45,4.65,0.07,0.07,26.76,0.0,0.15,23.72,4.08,14.37,44.73,10.71,2.38,1338,1511,2982,2954,44.74,51.15
49.53,"T",50.47,61.65,"D",38.35,0.99,7.13,53.36,11.31,0.17,4.12,0.23,0.0,22.56,0.0,0.12,23.81,6.76,13.52,47.99,7.94,,1729,1854,3057,3035,56.4,61.09
64.42,"D",35.58,74.76,"D",25.24,1.7,5.48,64.41,12.0,0.02,2.34,0.12,0.05,13.66,0.1,0.12,9.76,4.77,9.4,63.49,11.88,,4119,4335,6554,6531,62.68,66.38
38.26,"T",61.74,51.38,"D",48.62,1.52,4.65,43.67,16.38,0.12,4.74,0.09,0.12,28.21,0.09,0.4,20.27,6.4,24.15,39.48,9.71,,3245,3482,5516,5483,58.54,63.51
42.4,"T",57.6,46.92,"T",53.08,2.81,7.05,38.52,19.24,0.29,3.0,0.02,0.19,28.75,0.04,0.08,27.85,7.63,11.59,38.09,14.85,,4811,4994,7363,7341,65.15,68.03
78.34,"D",21.66,79.51,"D",20.49,0.92,8.5,69.73,6.9,0.13,2.95,0.09,0.07,10.37,0.11,0.23,8.35,6.06,9.57,72.57,3.45,,5562,5930,9265,9320,59.94,63.63
35.87,"T",64.13,48.97,"T",51.03,2.38,4.58,41.57,15.4,0.18,3.3,0.14,0.23,31.81,0.14,0.27,31.36,7.72,8.08,37.24,15.6,,2189,2334,4321,4272,50.5,54.63
66.15,"D",33.85,67.74,"D",32.26,1.56,6.98,58.98,11.79,0.21,2.96,0.16,0.08,16.95,0.13,0.21,10.24,5.05,16.65,60.13,6.4,1.53,10681,11250,16393,16218,64.94,69.37
73.52,"D",26.48,74.38,"D",25.62,1.34,8.36,65.49,8.17,0.18,2.57,0.14,0.07,13.47,0.04,0.17,13.13,6.86,7.78,66.89,5.34,,8456,8821,13060,13074,64.64,67.47
42.27,"T",57.73,50.97,"D",49.03,1.87,3.43,43.98,17.81,0.24,4.81,0.0,0.06,27.74,0.06,0.0,19.39,6.55,21.28,41.96,10.81,,1666,1848,3137,3107,52.98,59.48
39.2,"T",60.8,43.35,"T",56.65,2.03,6.57,40.14,13.55,0.14,2.3,0.14,0.1,34.85,0.07,0.1,20.88,8.19,14.29,44.96,11.05,,2913,3956,5166,5996,56.27,65.98
,,,58.31,"D",41.69,1.63,8.02,48.57,13.59,0.14,4.14,0.2,0.14,23.13,0.11,0.31,20.95,8.1,14.09,46.36,8.99,1.5,3515,3831,6692,6665,52.33,57.48
54.87,"D",45.13,62.37,"D",37.63,1.85,5.74,51.55,14.55,0.23,4.52,0.13,0.17,20.86,0.17,0.23,12.03,5.79,21.96,49.94,9.1,1.18,3044,3394,5894,5869,51.41,57.83
82.35,"D",17.65,77.78,"D",22.22,1.17,6.57,71.33,8.5,0.05,1.68,0.1,0.0,10.49,0.05,0.05,9.61,5.53,5.47,73.41,5.98,,1968,2133,2937,2989,66.87,71.36
73.27,"D",26.73,74.79,"D",25.21,2.09,7.53,66.3,8.67,0.13,2.84,0.07,0.03,12.19,0.03,0.13,7.88,6.23,10.05,67.58,6.97,0.66,3080,3281,5183,5179,59.19,63.35
79.49,"D",20.51,78.42,"D",21.58,1.12,7.34,69.82,6.84,0.31,1.82,0.08,0.04,12.56,0.0,0.08,7.87,5.32,10.05,70.83,5.4,0.54,2603,2799,3980,3943,65.03,70.99
78.62,"D",21.38,79.16,"D",20.84,1.03,7.32,70.41,7.73,0.14,3.43,0.14,0.11,9.59,0.0,0.11,4.77,5.76,13.34,70.88,3.98,0.94,3717,4094,5539,5621,66.82,72.83
45.04,"T",54.96,53.42,"D",46.58,2.52,5.93,45.74,17.48,0.19,2.15,0.13,0.0,25.8,0.0,0.06,28.89,4.57,10.18,45.88,10.48,,1595,1769,2882,2939,55.0,60.19
75.95,"D",24.05,80.02,"D",19.98,1.03,5.13,71.37,8.72,0.2,4.04,0.0,0.15,9.12,0.1,0.15,3.44,3.75,19.66,68.66,3.91,0.21,2034,2312,3577,3586,56.72,64.47
75.97,"D",24.03,80.06,"D",19.94,1.15,5.6,72.72,7.2,0.08,4.13,0.0,0.08,8.88,0.04,0.12,3.96,4.32,18.29,68.15,5.28,,2450,2779,3868,3918,63.21,70.93
67.16,"D",32.84,66.7,"D",33.3,1.2,7.49,56.1,12.93,0.22,1.93,0.09,0.22,19.63,0.03,0.15,13.96,6.6,12.03,58.06,7.33,1.62,5869,6162,8829,8754,66.24,70.39
79.77,"D",20.23,85.12,"D",14.88,0.59,7.34,75.1,5.31,0.23,4.63,0.03,0.03,6.47,0.06,0.23,4.17,5.19,10.47,77.73,2.44,,3551,3777,5377,5353,65.87,70.56
41.2,"T",58.8,42.73,"T",57.27,2.57,6.02,36.79,17.51,0.16,1.91,0.05,0.07,34.69,0.14,0.09,31.21,6.78,9.08,36.91,16.02,,4258,4624,7291,7381,58.28,62.65
72.28,"D",27.72,70.73,"D",29.27,0.8,3.58,67.64,6.03,0.2,3.25,0.0,0.13,17.97,0.33,0.07,14.46,3.5,10.96,66.21,3.96,0.46,1514,1797,2282,2370,66.08,75.82
79.17,"D",20.83,76.9,"D",23.1,1.06,9.48,65.67,9.02,0.22,2.44,0.15,0.05,11.61,0.05,0.24,9.71,6.85,8.56,70.83,4.05,,5845,5953,8798,8759,66.28,67.96
59.1,"D",40.9,59.92,"D",40.08,1.6,6.81,51.46,13.64,0.17,2.62,0.06,0.16,23.23,0.07,0.22,19.11,7.65,9.9,51.69,11.37,,9602,9917,13762,13616,69.58,72.83
71.17,"D",28.83,76.42,"D",23.58,0.68,6.26,66.63,6.93,0.36,7.04,0.21,0.05,11.31,0.16,0.36,5.74,5.97,22.48,62.41,3.23,0.11,1923,2036,3020,3004,63.51,67.78
43.16,"T",56.84,56.7,"D",43.3,1.65,5.12,49.24,16.16,0.1,3.47,0.1,0.1,23.78,0.1,0.19,22.69,6.01,11.17,48.02,10.57,1.55,3099,3358,5553,5557,55.59,60.43
72.31,"D",27.69,80.67,"D",19.33,0.89,6.79,70.4,7.6,0.47,4.93,0.12,0.19,8.22,0.04,0.35,4.72,6.47,14.65,70.08,4.07,,2584,2845,4419,4439,58.34,64.09
54.63,"D",45.37,61.28,"D",38.72,1.82,8.09,51.16,12.62,0.21,1.9,0.25,0.21,23.56,0.08,0.12,20.73,8.81,6.26,51.92,12.28,,2436,2572,4476,4434,54.16,58.01
69.41,"D",30.59,75.87,"D",24.13,1.95,5.04,67.11,7.35,0.05,5.65,0.05,0.1,12.38,0.0,0.31,7.19,4.6,11.74,66.69,7.59,0.86,1951,2122,3300,3239,58.97,65.51
70.57,"D",29.43,75.62,"D",24.38,1.06,5.57,67.18,8.39,0.22,3.46,0.03,0.13,13.7,0.1,0.16,9.35,4.75,11.34,69.11,4.38,0.77,3138,3446,4803,4882,65.02,70.59
63.92,"D",36.08,70.06,"D",29.94,0.98,7.82,59.4,7.51,0.24,10.39,0.02,0.1,13.16,0.14,0.24,8.07,6.66,20.42,57.84,5.66,0.7,4209,4446,6951,6907,60.35,64.37
72.61,"D",27.39,77.59,"D",22.41,0.87,5.35,69.99,7.79,0.14,3.65,0.07,0.03,11.93,0.03,0.14,6.56,4.23,19.86,65.13,3.37,0.86,2890,3266,4914,4904,58.53,66.6
76.95,"D",23.05,76.98,"D",23.02,1.28,7.67,65.98,9.87,0.21,2.4,0.09,0.07,12.12,0.09,0.22,13.83,5.33,5.64,71.32,3.89,,8700,8999,14180,14099,61.21,63.83
40.53,"T",59.47,41.09,"T",58.91,1.72,6.77,33.59,16.7,0.25,2.03,0.05,0.29,38.29,0.12,0.2,34.62,7.74,9.83,35.69,12.11,,4090,4276,6711,6630,60.78,64.49
66.93,"D",33.07,68.66,"D",31.34,1.92,7.6,62.07,8.11,0.24,4.66,0.16,0.24,14.42,0.12,0.47,7.65,7.01,15.21,63.4,5.36,1.15,2562,2897,4034,4255,63.26,68.08
66.8,"D",33.2,72.87,"D",27.13,1.3,6.49,61.24,12.81,0.04,3.31,0.25,0.13,13.9,0.13,0.42,16.03,7.85,12.33,58.93,3.95,0.91,2393,2562,4425,4392,53.99,58.33
61.32,"D",38.68,73.05,"D",26.95,1.58,6.58,65.19,7.95,0.17,4.36,0.13,0.04,13.67,0.09,0.26,5.37,5.33,16.73,65.23,6.4,0.56,2351,2542,3997,4014,58.57,63.33
49.34,"T",50.66,55.08,"D",44.92,2.14,6.64,48.33,13.28,0.29,4.73,0.12,0.0,24.31,0.12,0.06,16.35,5.23,15.82,52.88,7.57,0.8,1736,2088,3353,3552,51.66,58.78
80.36,"D",19.64,81.36,"D",18.64,0.85,9.61,69.66,8.61,0.12,2.78,0.27,0.27,7.45,0.15,0.23,5.52,6.99,8.5,73.72,3.8,1.47,2604,2688,3946,3953,65.66,68.0
52.68,"D",47.32,46.96,"T",53.04,2.42,5.58,40.93,13.01,0.33,1.93,0.1,0.21,35.08,0.19,0.22,26.92,6.03,7.04,42.01,14.07,3.93,8612,9276,12410,12711,69.2,72.98
80.24,"D",19.76,83.89,"D",16.11,1.32,8.16,74.79,5.64,0.05,2.47,0.05,0.11,7.12,0.0,0.27,5.72,6.02,9.58,74.64,3.49,0.54,1836,2055,3216,3161,56.75,65.01
67.68,"D",32.32,68.68,"D",31.32,1.18,7.78,58.65,10.28,0.39,4.13,0.24,0.18,16.97,0.06,0.15,11.89,7.45,16.56,56.69,6.75,0.66,3325,3589,5178,5168,64.08,69.45
69.31,"D",30.69,71.98,"D",28.02,1.47,5.51,62.99,9.46,0.15,3.6,0.16,0.07,16.4,0.03,0.16,6.85,4.7,16.83,61.53,8.68,0.38,6146,6570,10145,10310,60.45,63.72
82.93,"D",17.07,80.86,"D",19.14,1.0,9.77,69.22,6.96,0.29,2.0,0.13,0.08,10.3,0.09,0.16,8.3,7.3,6.16,73.93,3.88,,12902,13134,18823,18704,68.33,70.22
61.88,"D",38.12,63.33,"D",36.67,1.65,7.0,54.11,12.64,0.28,4.03,0.12,0.04,20.01,0.08,0.04,17.59,5.01,14.84,55.6,6.96,,2492,2629,4070,4090,61.03,64.28
39.99,"T",60.01,59.75,"D",40.25,1.75,4.58,52.53,14.31,0.36,2.29,0.09,0.09,23.73,0.04,0.22,25.89,3.98,7.92,50.31,9.04,2.86,2240,2514,4866,4834,45.81,52.01
36.82,"T",63.18,46.75,"T",53.25,1.93,4.63,41.06,16.06,0.18,2.43,0.06,0.06,33.27,0.18,0.14,30.54,6.43,9.18,38.34,13.5,2.01,7066,7576,12074,12028,58.37,62.99
40.5,"T",59.5,42.74,"T",57.26,2.92,5.59,35.51,17.92,0.24,2.3,0.11,0.16,34.98,0.06,0.19,27.79,7.8,10.56,37.5,16.36,,6230,7027,10714,11127,57.92,63.15
37.64,"T",62.36,43.94,"T",56.06,2.02,6.13,35.52,18.9,0.24,2.65,0.12,0.06,34.07,0.1,0.2,28.48,9.48,11.08,35.52,13.81,1.63,5073,5273,7990,7939,63.29,66.42
66.43,"D",33.57,75.24,"D",24.76,0.71,6.92,63.77,17.16,0.21,0.99,0.07,0.0,9.96,0.0,0.21,7.24,6.55,13.18,68.24,4.19,0.38,1430,1571,2801,2786,50.55,56.39
45.18,"T",54.82,38.03,"T",61.97,2.33,7.53,31.0,16.46,0.18,1.98,0.09,0.23,39.81,0.13,0.25,34.05,7.72,6.28,32.24,13.79,5.92,12895,12973,17355,18158,74.1,71.45
73.79,"D",26.21,72.85,"D",27.15,1.64,7.47,64.43,8.8,0.1,2.41,0.1,0.2,14.53,0.0,0.31,16.4,4.51,5.51,66.14,5.51,0.88,1964,2107,3227,3223,60.55,65.37
70.34,"D",29.66,70.59,"D",29.41,1.61,9.28,60.0,9.73,0.21,3.17,0.17,0.12,15.43,0.05,0.21,11.66,7.35,12.7,60.12,7.05,0.9,9388,9952,14089,13972,66.44,71.23
37.92,"T",62.08,51.76,"D",48.24,1.42,7.76,42.36,19.11,0.16,3.55,0.11,0.29,24.78,0.1,0.34,28.21,7.41,10.06,39.85,14.47,,6150,6579,9648,9600,63.57,68.53
45.71,"T",54.29,58.84,"D",41.16,0.79,3.29,49.67,22.46,0.07,2.7,0.0,0.07,20.75,0.07,0.13,19.92,5.95,17.54,47.78,8.81,,1524,1601,2744,2758,55.32,58.05
66.36,"D",33.64,79.48,"D",20.52,1.19,6.63,67.92,8.54,0.18,2.81,0.18,0.11,12.08,0.04,0.32,15.0,5.4,6.33,67.2,5.23,0.85,2789,3022,5434,5415,51.05,55.81
46.68,"T",53.32,47.93,"T",52.07,1.94,4.94,43.29,17.23,0.13,2.41,0.04,0.17,29.56,0.13,0.17,21.39,5.87,9.62,43.65,16.3,3.17,2377,2535,3950,4002,59.95,63.34
48.42,"T",51.58,59.88,"D",40.12,1.85,8.36,50.68,15.55,0.28,2.89,0.12,0.28,19.69,0.08,0.2,22.26,5.41,12.18,50.48,8.54,0.5,2495,2734,4919,4920,50.58,55.57
75.55,"D",24.45,81.89,"D",18.11,1.2,3.67,73.97,6.33,0.32,6.4,0.0,0.13,7.92,0.0,0.06,4.22,1.53,15.72,73.36,4.51,0.66,1588,1828,2824,2833,55.91,64.53
73.54,"D",26.46,77.27,"D",22.73,0.99,8.68,67.39,8.02,0.23,3.38,0.14,0.14,10.79,0.09,0.14,6.85,6.7,9.97,68.4,3.53,4.55,2138,2301,3719,3736,57.3,61.59
70.52,"D",29.48,76.34,"D",23.66,1.92,6.23,65.8,10.95,0.17,4.47,0.13,0.04,9.82,0.0,0.46,5.86,5.32,16.28,64.77,6.72,1.04,2397,2549,3935,3903,60.79,65.31
42.07,"T",57.93,43.66,"T",56.34,1.51,4.11,38.35,18.51,0.06,3.93,0.06,0.12,33.21,0.0,0.12,28.51,4.87,13.78,40.64,12.2,,1654,1798,2931,2947,56.4,61.01
71.85,"D",28.15,74.67,"D",25.33,0.64,10.01,65.06,7.87,0.15,3.04,0.12,0.0,12.85,0.03,0.23,29.05,5.93,3.93,57.36,3.74,,3427,3545,5763,5637,59.29,62.89
63.62,"D",36.38,69.11,"D",30.89,1.29,6.54,57.45,12.87,0.16,3.49,0.05,0.08,17.68,0.08,0.32,15.93,6.56,12.29,57.44,6.1,1.19,3823,4040,5820,5889,65.41,68.6
59.69,"D",40.31,61.53,"D",38.47,1.98,6.79,52.54,9.25,0.21,8.5,0.05,0.21,20.15,0.05,0.27,13.88,5.73,21.38,50.5,7.74,0.77,1875,1965,3461,3459,54.06,56.81
71.66,"D",28.34,76.13,"D",23.87,1.06,6.46,67.82,6.68,0.11,4.16,0.07,0.04,13.35,0.11,0.15,8.65,5.56,11.08,67.09,6.39,0.87,2756,2995,4759,4761,57.6,62.91
72.31,"D",27.69,68.58,"D",31.42,1.44,9.04,58.18,9.99,0.23,2.8,0.19,0.06,17.59,0.08,0.41,20.38,8.29,5.69,60.44,5.19,,4868,5006,6913,6891,70.24,72.65
66.65,"D",33.35,68.74,"D",31.26,1.69,6.31,60.31,11.31,0.13,2.24,0.09,0.22,17.34,0.09,0.28,14.79,5.75,10.43,59.0,9.04,0.98,5460,5719,8114,8244,67.03,69.37
62.85,"D",37.15,71.59,"D",28.41,0.93,5.83,61.91,12.72,0.08,1.63,0.15,0.15,16.44,0.06,0.08,24.16,6.15,5.76,60.55,3.38,,9778,10638,14074,14184,69.24,75.0
35.97,"T",64.03,42.71,"T",57.29,2.37,4.67,36.88,16.47,0.05,3.58,0.18,0.03,35.47,0.15,0.15,30.91,4.72,7.23,33.12,24.01,,3976,4446,6880,6970,57.62,63.79
58.72,"D",41.28,68.92,"D",31.08,1.4,8.85,57.5,11.46,0.31,2.56,0.2,0.09,17.19,0.11,0.31,14.3,7.52,12.31,58.91,6.95,,4504,4826,7547,7480,59.43,64.52
68.51,"D",31.49,71.73,"D",28.27,0.9,5.58,62.23,12.45,0.17,3.35,0.17,0.2,14.67,0.07,0.23,10.1,4.07,14.78,64.07,5.8,1.19,3021,3311,5382,5342,55.98,61.98
51.36,"D",48.64,53.37,"D",46.63,2.03,7.49,44.99,15.09,0.16,2.79,0.12,0.06,26.73,0.18,0.36,26.07,7.53,7.83,44.2,14.37,,6708,6905,10064,9977,66.57,69.21
58.84,"D",41.16,55.76,"D",44.24,1.88,10.43,45.45,12.13,0.23,2.7,0.13,0.08,26.69,0.1,0.2,20.28,8.59,14.18,45.94,8.54,1.14,4006,4161,5965,5906,67.02,70.45
79.39,"D",20.61,82.13,"D",17.87,1.29,7.95,71.3,8.08,0.35,2.23,0.19,0.13,8.2,0.0,0.28,6.53,5.83,8.76,74.07,3.74,1.06,3196,3380,5297,5257,60.05,64.3
70.6,"D",29.4,79.98,"D",20.02,0.98,5.53,69.59,6.95,0.0,7.75,0.2,0.07,8.8,0.0,0.13,5.42,4.46,22.76,63.29,3.27,0.32,2967,3286,5343,5289,55.51,62.13
64.87,"D",35.13,64.22,"D",35.78,1.87,6.96,55.23,12.88,0.1,3.46,0.09,0.12,18.96,0.12,0.21,17.6,7.21,8.76,57.03,8.0,1.19,5789,6082,8398,8442,68.78,72.04
55.14,"D",44.86,56.59,"D",43.41,1.39,7.48,47.36,16.91,0.32,2.35,0.1,0.29,23.51,0.05,0.24,18.97,7.68,17.32,47.49,8.3,,4107,4262,6212,6194,65.87,68.81
49.64,"T",50.36,57.76,"D",42.24,1.2,6.82,49.61,14.69,0.1,2.09,0.1,0.16,24.89,0.12,0.23,22.98,9.18,9.39,49.13,9.32,,6119,6602,10588,10772,57.48,61.29
78.7,"D",21.3,80.36,"D",19.64,0.98,5.79,71.96,8.03,0.15,2.34,0.03,0.08,10.45,0.05,0.15,9.62,4.78,6.38,73.4,3.96,0.91,7519,8113,11339,11237,65.98,72.2
64.58,"D",35.42,66.07,"D",33.93,1.63,8.76,56.58,10.88,0.23,3.05,0.1,0.07,18.41,0.13,0.17,16.8,7.01,7.96,55.66,9.75,1.13,3018,3165,4845,4830,62.23,65.53
60.61,"D",39.39,56.64,"D",43.36,1.96,8.04,47.37,14.96,0.16,2.63,0.12,0.13,24.19,0.15,0.28,22.41,8.58,7.7,50.39,9.14,1.51,22774,23234,33577,33232,67.66,69.91
38.9,"T",61.1,40.4,"T",59.6,2.5,6.59,36.11,17.68,0.13,2.92,0.17,0.08,33.57,0.08,0.17,29.11,6.7,14.29,35.71,14.19,,2401,2755,4122,4364,58.18,63.13
51.79,"D",48.21,57.95,"D",42.05,1.85,6.08,50.49,10.65,0.0,4.38,0.06,0.03,26.07,0.21,0.18,17.25,5.84,16.67,48.25,11.0,1.0,3360,3855,5987,6152,56.0,62.66
76.89,"D",23.11,81.76,"D",18.24,1.01,6.79,73.95,5.57,0.24,2.22,0.12,0.08,9.73,0.0,0.28,6.49,4.82,8.53,75.71,3.99,0.46,2486,2692,4204,4210,58.9,63.94
69.86,"D",30.14,68.43,"D",31.57,1.5,6.51,59.34,13.17,0.24,2.52,0.05,0.13,16.32,0.05,0.18,15.93,6.66,8.99,60.57,7.85,,3822,4055,5843,5834,65.24,69.51
46.5,"T",53.5,50.32,"D",49.68,2.19,8.06,41.84,19.77,0.14,1.69,0.11,0.17,25.68,0.1,0.25,26.36,8.96,7.26,43.4,14.02,,13169,13414,20242,20092,64.91,66.76
36.23,"T",63.77,42.91,"T",57.09,1.97,4.85,36.11,19.1,0.11,2.61,0.0,0.09,34.8,0.16,0.2,32.14,7.11,10.78,36.22,13.76,,4528,4887,7422,7482,60.82,65.32
74.2,"D",25.8,79.26,"D",20.74,1.12,9.27,68.18,6.19,0.08,2.88,0.12,0.0,11.9,0.1,0.15,11.27,8.41,5.67,69.68,4.97,,5983,6630,10009,9958,59.59,66.58
56.96,"D",43.04,66.49,"D",33.51,1.41,8.34,55.15,12.82,0.06,5.95,0.12,0.18,15.52,0.25,0.18,11.11,7.15,15.76,57.78,6.94,1.25,1635,1674,2572,2554,63.37,65.54
59.24,"D",40.76,66.41,"D",33.59,1.31,4.45,59.33,10.66,0.07,3.18,0.04,0.15,20.55,0.0,0.26,18.21,4.18,13.95,55.44,7.97,,2749,2888,4904,4873,55.85,59.27
60.72,"D",39.28,72.04,"D",27.96,1.29,8.57,61.31,10.02,0.15,3.25,0.1,0.15,14.98,0.05,0.1,13.92,6.19,13.65,60.94,5.3,,1941,2157,3492,3496,55.44,61.7
80.17,"D",19.83,84.67,"D",15.33,1.15,7.97,73.72,6.01,0.13,2.61,0.15,0.08,7.89,0.08,0.23,4.95,6.18,9.96,74.56,3.65,0.56,4008,4337,6105,6076,65.37,71.38
67.87,"D",32.13,71.62,"D",28.38,1.08,5.48,63.5,10.39,0.15,2.9,0.15,0.12,16.07,0.12,0.04,10.87,4.09,15.93,61.72,6.91,0.48,2602,2875,4647,4633,55.71,62.05
75.32,"D",24.68,74.72,"D",25.28,1.23,8.06,64.54,8.33,0.2,3.0,0.13,0.15,14.02,0.06,0.29,11.41,6.85,10.06,67.41,4.27,,7160,7386,11097,11025,64.3,66.99
62.87,"D",37.13,71.87,"D",28.13,1.88,6.32,62.87,10.07,0.18,2.09,0.04,0.04,16.42,0.07,0.04,13.41,6.05,11.32,60.91,7.79,,2791,3114,4972,5049,55.73,61.68
39.41,"T",60.59,40.48,"T",59.52,2.04,5.02,34.91,18.16,0.16,2.18,0.04,0.28,36.9,0.16,0.16,31.15,7.88,10.29,34.39,16.29,,5715,6062,9560,9552,59.56,63.46
70.06,"D",29.94,76.5,"D",23.5,1.36,4.71,68.73,6.14,0.37,7.88,0.25,0.0,10.11,0.12,0.31,7.23,4.26,10.92,69.22,6.74,1.42,1615,1821,2933,2952,54.96,61.69
42.99,"T",57.01,47.39,"T",52.61,2.04,6.04,42.97,16.15,0.15,2.76,0.17,0.05,29.27,0.1,0.3,19.15,6.77,16.56,43.23,14.29,,6046,6729,10086,10501,59.72,64.08
48.8,"T",51.2,63.92,"D",36.08,1.15,6.98,57.69,11.13,0.18,4.15,0.0,0.0,18.46,0.0,0.27,18.58,3.25,15.53,58.78,3.15,0.71,1138,1214,1947,1973,58.14,61.53
65.44,"D",34.56,68.57,"D",31.44,1.89,7.03,59.45,11.15,0.11,3.08,0.1,0.24,16.81,0.06,0.12,12.34,6.1,13.14,59.95,8.49,,7350,7869,12651,12572,57.87,62.59
41.18,"T",58.82,45.87,"T",54.13,2.51,6.05,36.48,18.61,0.14,3.8,0.2,0.34,31.59,0.14,0.14,22.36,6.02,17.98,38.86,14.78,,1482,1624,3115,3086,47.26,52.62
70.81,"D",29.19,71.35,"D",28.65,1.39,8.02,60.72,10.0,0.29,3.39,0.06,0.13,15.57,0.09,0.35,13.93,7.76,8.57,61.17,7.26,0.96,6937,7275,10767,10748,64.18,67.69
43.53,"T",56.47,49.96,"T",50.04,1.75,7.59,41.2,17.15,0.31,2.42,0.0,0.13,29.4,0.0,0.04,24.95,10.77,8.44,44.05,11.8,,2239,2452,3935,3944,56.62,62.17
87.09,"D",12.91,87.11,"D",12.89,0.41,10.05,75.99,5.78,0.12,1.87,0.15,0.06,5.4,0.09,0.09,4.6,8.25,4.57,80.96,1.62,,3434,3568,4978,4961,68.76,71.92
40.31,"T",59.69,54.83,"D",45.17,1.56,5.67,48.01,13.25,0.08,3.17,0.03,0.14,27.89,0.06,0.17,21.86,5.85,11.44,47.71,12.43,1.46,11502,12556,18592,18789,61.69,66.83
60.16,"D",39.84,66.34,"D",33.66,1.62,4.27,57.92,12.24,0.18,3.78,0.04,0.22,19.47,0.07,0.18,13.05,6.0,12.66,58.0,9.7,,4503,4801,7624,7569,58.95,63.43
77.36,"D",22.64,79.62,"D",20.38,1.22,5.72,71.62,8.51,0.29,4.43,0.07,0.07,7.79,0.07,0.21,5.81,5.49,12.53,71.58,4.59,,1407,1698,2038,2013,68.65,84.35
74.65,"D",25.35,79.91,"D",20.09,1.72,4.21,71.01,6.13,0.15,7.1,0.0,0.1,9.43,0.05,0.1,2.68,2.73,27.45,61.85,4.44,0.27,1976,2230,3501,3506,56.36,63.61
75.65,"D",24.35,,,,,,,,,,,,,,,,,,,,,,,,,,
52.94,"D",47.06,45.44,"T",54.56,2.13,6.32,37.39,15.13,0.2,3.73,0.0,0.29,34.6,0.09,0.13,26.37,5.84,17.0,38.07,11.43,1.28,4531,4698,6372,6370,70.76,73.75
35.03,"T",64.97,38.81,"T",61.19,3.38,5.64,32.11,14.52,0.12,2.36,0.09,0.21,41.25,0.12,0.22,33.02,6.42,9.19,33.67,17.7,,7778,8281,13064,12937,59.36,64.01
48.33,"T",51.67,63.76,"D",36.24,1.63,7.32,53.66,14.51,0.27,2.98,0.23,0.23,18.94,0.18,0.05,19.35,10.09,9.83,53.63,7.1,,2220,2376,3994,3973,55.38,59.8
